,Unnamed: 0,log10Difference,log10AUCDifference,fractionTIP,patientID,VLcompartment
161,161,5.6054259598095975,7.657680753288103,0.7,8,LRT
162,162,1.6199336612820172,1.4271302337510263,0.8,0,URT
163,163,6.0014688330638,6.635335470156593,0.8,0,LRT
164,164,4.155032941427167,4.1572116064390165,0.8,1,URT
165,165,5.3865744685847545,7.232397227950551,0.8,1,LRT
166,166,1.5079413112904667,1.3388446839942905,0.8,2,URT
167,167,2.5858366441950853,1.856494688325604,0.8,2,LRT
168,168,3.7598466263719588,4.010795974546884,0.8,3,URT
169,169,5.439320936589256,7.037525156623087,0.8,3,LRT
170,170,4.1794657621880225,3.5503822999130548,0.8,4,URT
171,171,4.836288355259416,7.246849243490338,0.8,4,LRT
172,172,1.7298293126846938,1.4847959542553628,0.8,5,URT
173,173,5.702625158327646,6.704188538158597,0.8,5,LRT
174,174,1.4316343555194877,1.3279552958857377,0.8,6,URT
175,175,1.94900072991907,1.7734845976334954,0.8,6,LRT
176,176,3.2937188046465837,3.6195595240021734,0.8,7,URT
177,177,1.7610774705208687,1.5163691231824208,0.8,7,LRT
178,178,2.9211201278561525,3.435970328568846,0.8,8,URT
179,179,5.6054259598095975,7.1168271165877295,0.8,8,LRT
180,180,2.227186511406379,1.8660294747423505,0.9,0,URT
181,181,6.0014688330638,7.614159551808751,0.9,0,LRT
182,182,4.155032941427167,4.476971030798288,0.9,1,URT
183,183,5.3865744685847545,7.427057842100339,0.9,1,LRT
184,184,2.0671013988073224,1.6782259351591782,0.9,2,URT
185,185,5.109976086575728,5.934953490268577,0.9,2,LRT
186,186,3.7598466263719588,4.059717389961944,0.9,3,URT
187,187,5.439320936589256,7.701641922072862,0.9,3,LRT
188,188,4.1794657621880225,4.488447858058429,0.9,4,URT
189,189,4.836288355259416,7.329871286621622,0.9,4,LRT
190,190,2.482344104817838,2.0486734022449387,0.9,5,URT
191,191,5.702625158327646,7.227796108738503,0.9,5,LRT
192,192,1.8080337528816808,1.5654111490016709,0.9,6,URT
193,193,3.6490879210358784,3.539674552069821,0.9,6,LRT
194,194,3.2937188046465837,3.650515031914804,0.9,7,URT
195,195,3.3410543460577653,3.1546721528218,0.9,7,LRT
196,196,2.9211201278561525,3.4479611290945713,0.9,8,URT
197,197,5.6054259598095975,6.920667751470313,0.9,8,LRT
198,198,3.9360303449564786,4.153692629927246,1.0,0,URT
199,199,6.0014688330638,8.365799647266522,1.0,0,LRT
200,200,4.155032941427167,4.510566101025981,1.0,1,URT
201,201,5.3865744685847545,6.552692553160932,1.0,1,LRT
202,202,4.360543486919063,3.7086537477289134,1.0,2,URT
203,203,5.109976086575728,7.255085009367548,1.0,2,LRT
204,204,3.7598466263719588,4.05193685883334,1.0,3,URT
205,205,5.439320936589256,7.227467683370596,1.0,3,LRT
206,206,4.1794657621880225,4.5338672009752665,1.0,4,URT
207,207,4.836288355259416,6.100443277618839,1.0,4,LRT
208,208,4.144491500751168,4.463828142151295,1.0,5,URT
209,209,5.702625158327646,7.427700128106357,1.0,5,LRT
210,210,2.112336153834168,1.8566751774724224,1.0,6,URT
211,211,4.798440163473879,6.21018285456854,1.0,6,LRT
212,212,3.2937188046465837,3.658891774840197,1.0,7,URT
213,213,5.5064017535577605,7.315792604729603,1.0,7,LRT
214,214,2.9211201278561525,3.401773432192348,1.0,8,URT
215,215,5.6054259598095975,7.116985746346152,1.0,8,LRT
